Time [s],Channel 2
223.744906560,1
223.747755040,0
224.248309120,1
224.251176160,0
224.751635840,1
224.754692480,0
225.255160960,1
225.258124160,0
225.758593440,1
225.761514720,0
226.262002560,1
226.265659360,0
226.766285280,1
226.770228160,0
227.270813120,1
227.275160480,0
227.775958560,1
227.779583520,0
228.280154880,1
228.284485760,0
228.785039040,1
228.788870560,0
229.289612640,1
229.293322240,0
229.794046400,1
229.797822400,0
230.298613440,1
230.302283840,0
230.803023200,1
230.806948480,0
231.307489760,1
231.317060320,0
231.817766880,1
231.821724960,0
232.322466080,1
232.328841760,0
232.829732160,1
232.833701280,0
233.334524800,1
233.338486240,0
233.839173760,1
233.843120800,0
234.343934240,1
234.347873440,0
234.848566240,1
234.852558560,0
235.353251360,1
235.357227840,0
235.857916320,1
235.861850560,0
236.362525600,1
236.370363360,0
236.870824480,1
236.873814720,0
237.374284960,1
237.377930560,0
237.878407680,1
237.881370560,0
238.381838880,1
238.384781920,0
238.885223840,1
238.888163200,0
239.388640640,1
239.391587360,0
239.892033120,1
239.894983680,0
240.395464960,1
240.398394560,0
240.898868800,1
240.901822080,0
241.402333760,1
241.409533760,0
241.910279200,1
241.914320640,0
242.415023680,1
242.419308960,0
242.920023040,1
242.924081440,0
243.424785920,1
243.428779200,0
243.929467680,1
243.933456000,0
244.434207200,1
244.438173760,0
244.938917760,1
244.942921440,0
245.443627360,1
245.447545920,0
245.948242080,1
245.952111680,0
246.453343840,1
246.459857920,0
246.960560000,1
246.964504480,0
247.465219200,1
247.469221440,0
247.969942240,1
247.973919040,0
248.474605600,1
248.478568160,0
248.979251200,1
248.983127520,0
249.483815360,1
249.487825440,0
249.988504000,1
249.992429120,0
250.493115040,1
250.497051840,0
250.997737440,1
251.001744480,0
251.502685920,1
251.509683840,0
252.010404160,1
252.014547040,0
252.515251360,1
252.521149920,0
253.021906720,1
253.025807040,0
253.526500480,1
253.530454880,0
254.031141760,1
254.036412480,0
254.537095200,1
254.541187360,0
255.041784160,1
255.045916160,0
255.546626240,1
255.550565600,0
256.054210080,1
256.058384480,0
256.559091520,1
256.563200480,0
257.063884160,1
257.066496640,0
257.566845120,1
257.569834720,0
258.070202880,1
258.073140160,0
258.573464000,1
258.576402240,0
259.076720160,1
259.079718720,0
259.580041120,1
259.583005760,0
260.083329600,1
260.086314080,0
260.586643200,1
260.589569280,0
261.089896000,1
261.095163360,0
261.595676480,1
261.599667840,0
262.100403680,1
262.106589440,0
262.607506880,1
262.611425920,0
263.112140480,1
263.116151680,0
263.616848160,1
263.620897920,0
264.121783040,1
264.125569440,0
264.626319520,1
264.630258560,0
265.130975520,1
265.135000000,0
265.635700320,1
265.639640160,0
266.140535200,1
266.147551680,0
266.648037600,1
266.651808480,0
267.153687040,1
267.158121280,0
267.660244960,1
267.662744480,0
268.163308160,1
268.167352160,0
268.667945280,1
268.671784000,0
269.172347200,1
269.176274560,0
269.676828960,1
269.680710400,0
270.181261920,1
270.185248480,0
270.685800960,1
270.689605440,0
271.190159680,1
271.194151680,0
271.694651520,1
271.697583040,0
272.198095680,1
272.201077600,0
272.701555200,1
272.704492640,0
273.204966080,1
273.207966400,0
273.708435040,1
273.711363680,0
274.211833440,1
274.214879520,0
274.715334560,1
274.718288320,0
275.218763360,1
275.221727520,0
275.722216960,1
275.725158240,0
276.225664640,1
276.229307520,0
276.730037280,1
276.733948800,0
277.234687040,1
277.240467200,0
277.741113920,1
277.745014080,0
278.245707040,1
278.249660800,0
278.750376320,1
278.754285120,0
279.254982560,1
279.259114560,0
279.759808320,1
279.763892800,0
280.264594400,1
280.268587040,0
280.769337760,1
280.773311840,0
281.274045600,1
281.283544000,0
281.784528000,1
281.788464160,0
282.289162560,1
282.293498720,0
282.794140640,1
282.798059520,0
283.298755200,1
283.303371200,0
283.804062720,1
283.808030560,0
284.308714400,1
284.312654560,0
284.813359520,1
284.817296320,0
285.318106880,1
285.321935200,0
285.822680320,1
285.826623040,0
286.327326080,1
286.333772640,0
286.834411520,1
286.837344960,0
287.337826240,1
287.340825760,0
287.841309120,1
287.844246720,0
288.344727360,1
288.349410080,0
288.849912320,1
288.852867360,0
289.353327040,1
289.356307040,0
289.856898880,1
289.859752480,0
290.360276160,1
290.363224160,0
290.863697600,1
290.867098880,0
291.367595200,1
291.371472640,0
291.872043840,1
291.876107520,0
292.376670880,1
292.381086080,0
292.881669120,1
292.885709440,0
293.386300000,1
293.390210240,0
293.890776480,1
293.894689120,0
294.395255680,1
294.399166240,0
294.899720640,1
294.903697120,0
295.404264000,1
295.408218560,0
295.908777600,1
295.912723840,0
296.413262080,1
296.418086560,0
296.918580800,1
296.921492320,0
297.421987040,1
297.424965600,0
297.925403840,1
297.928313600,0
298.428823680,1
298.431724960,0
298.932235360,1
298.935155360,0
299.435638720,1
299.438554720,0
299.939020000,1
299.941934880,0
300.442398560,1
300.445301760,0
300.945796960,1
300.948680000,0
301.449898560,1
301.455200800,0
301.955934880,1
301.959856480,0
302.460651360,1
302.464788000,0
302.965494240,1
302.969471680,0
303.470178560,1
303.474086720,0
303.974799360,1
303.978718240,0
304.479423040,1
304.483351200,0
304.984075840,1
304.987971680,0
305.488680480,1
305.492579200,0
305.993288640,1
305.997215360,0
306.498119520,1
306.502375680,0
307.003099200,1
307.007083520,0
307.507782720,1
307.511852480,0
308.012645920,1
308.016563680,0
308.517255200,1
308.521219360,0
309.021939360,1
309.025871520,0
309.526564960,1
309.531317120,0
310.032037440,1
310.035952800,0
310.536644160,1
310.540554080,0
311.041792480,1
311.045533600,0
311.550052320,1
311.554186080,0
312.054662400,1
312.057596000,0
312.559007520,1
312.562044800,0
313.062511040,1
313.065458240,0
313.565925760,1
313.568908000,0
314.069417440,1
314.072363360,0
314.572814080,1
314.575769120,0
315.076241920,1
315.079204000,0
315.579684160,1
315.582656640,0
316.083131840,1
316.086468480,0
316.586831040,1
316.590907840,0
317.091525120,1
317.096322720,0
317.597172960,1
317.601156960,0
318.101774240,1
318.105982560,0
318.606559520,1
318.610512000,0
319.111130560,1
319.115148000,0
319.615724640,1
319.619719200,0
320.120293600,1
320.124937120,0
320.625499680,1
320.629306880,0
321.129853600,1
321.136738240,0
321.637417600,1
321.641141280,0
322.141855200,1
322.145899520,0
322.646871520,1
322.650622720,0
323.151336320,1
323.155212160,0
323.655924960,1
323.659743040,0
324.160445280,1
324.164282080,0
324.665013440,1
324.668842400,0
325.169480960,1
325.173363360,0
325.674049600,1
325.677881760,0
326.178559680,1
326.187584320,0
326.688037120,1
326.691802560,0
327.192351680,1
327.198856000,0
327.699368480,1
327.703090720,0
328.203662080,1
328.207584640,0
328.708141760,1
328.711978880,0
329.212546080,1
329.216456000,0
329.717001280,1
329.720900640,0
330.221471680,1
330.225399360,0
330.725952160,1
330.729811680,0
331.230345120,1
331.236766400,0
331.737280320,1
331.740190240,0
332.240651680,1
332.243950560,0
332.744442240,1
332.747355840,0
333.247903360,1
333.250836960,0
333.751307520,1
333.754238560,0
334.254714240,1
334.257637280,0
334.758093440,1
334.761016800,0
335.261486720,1
335.264424160,0
335.764875360,1
335.767819040,0
336.268303360,1
336.271766080,0
336.772329440,1
336.776231360,0
337.276799040,1
337.281708160,0
337.782341760,1
337.786352000,0
338.286908160,1
338.291023200,0
338.791565280,1
338.795544160,0
339.296084480,1
339.300080480,0
339.800633920,1
339.804597760,0
340.305145280,1
340.309138880,0
340.809726720,1
340.813625920,0
341.314170880,1
341.324100640,0
341.824824480,1
341.828796640,0
342.329499680,1
342.333909280,0
342.834633120,1
342.838525920,0
343.339228480,1
343.343122080,0
343.844014720,1
343.848290400,0
344.348980960,1
344.353275040,0
344.853983680,1
344.857913760,0
345.358783200,1
345.362635520,0
345.863290880,1
345.867407680,0
346.368204800,1
346.376753440,0
346.877204320,1
346.880120960,0
347.380585440,1
347.383937440,0
347.884376640,1
347.887283840,0
348.387741760,1
348.390630880,0
348.891070720,1
348.893969120,0
349.394433440,1
349.397326720,0
349.897775840,1
349.900705280,0
350.401248480,1
350.404145120,0
350.904572000,1
350.907480960,0
351.407948320,1
351.415873760,0
351.916568320,1
351.920481280,0
352.421225440,1
352.426467840,0
352.927142240,1
352.931152320,0
353.431842560,1
353.435804000,0
353.936493600,1
353.940428640,0
354.441164160,1
354.445131520,0
354.945818080,1
354.949788960,0
355.450493120,1
355.454411200,0
355.955064480,1
355.959007680,0
356.459974720,1
356.465628640,0
356.966324480,1
356.970322240,0
357.471042560,1
357.475931040,0
357.976624000,1
357.980619360,0
358.481382560,1
358.485415200,0
358.986136000,1
358.990082880,0
359.490790720,1
359.494761440,0
359.995467360,1
359.999416320,0
360.500109280,1
360.504053760,0
361.004740960,1
361.008760800,0
361.509749600,1
361.515357760,0
362.015683360,1
362.018643200,0
362.518965600,1
362.522028480,0
363.022356800,1
363.025356480,0
363.525676480,1
363.528619200,0
364.028941120,1
364.031882240,0
364.532195200,1
364.535139680,0
365.035466560,1
365.038414400,0
365.538728800,1
365.541666240,0
366.042014400,1
366.045104480,0
366.545797920,1
366.550394080,0
367.051110880,1
367.055016000,0
367.555692000,1
367.560142720,0
368.060849280,1
368.064769600,0
368.565492960,1
368.569409440,0
369.070120480,1
369.074088960,0
369.574785760,1
369.578791680,0
370.079491520,1
370.082778240,0
370.583236960,1
370.586161920,0
371.086641280,1
371.092601280,0
371.592978080,1
371.595916960,0
372.096395840,1
372.100177120,0
372.600654400,1
372.603595360,0
373.104061280,1
373.107038720,0
373.607498080,1
373.610426080,0
374.110895360,1
374.114022240,0
374.614485280,1
374.617448000,0
375.117954400,1
375.121884160,0
375.622575360,1
375.626497280,0
376.127209920,1
376.136399680,0
376.636897600,1
376.640829280,0
377.141489440,1
377.145536640,0
377.646459520,1
377.650328000,0
378.150942560,1
378.154897280,0
378.655440960,1
378.659328640,0
379.159902080,1
379.163872000,0
379.664433280,1
379.668461120,0
380.169015200,1
380.173048320,0
380.673625440,1
380.677616320,0
381.178156320,1
381.185622560,0
381.686105280,1
381.689097600,0
382.189600480,1
382.192661600,0
382.693144800,1
382.696107360,0
383.196592800,1
383.199569920,0
383.700034880,1
383.702977440,0
384.203468960,1
384.206427360,0
384.706896160,1
384.709882240,0
385.210346720,1
385.213312800,0
385.713773760,1
385.716720800,0
386.217239040,1
386.221011040,0
386.721766560,1
386.725709280,0
387.226450080,1
387.230888960,0
387.731484320,1
387.735414400,0
388.236137600,1
388.240259840,0
388.740945760,1
388.744823360,0
389.245548000,1
389.249423840,0
389.750123520,1
389.754003680,0
390.254709600,1
390.258702240,0
390.759397600,1
390.763261760,0
391.263945120,1
391.265142080,0
391.765920320,1
391.769758080,0
392.270517920,1
392.275039680,0
392.775746720,1
392.779541920,0
393.280299200,1
393.284191040,0
393.784928640,1
393.788766720,0
394.289512480,1
394.293387840,0
394.794404960,1
394.798294560,0
395.299040960,1
395.302931200,0
395.803642560,1
395.807498560,0
396.308228320,1
396.313521120,0
396.814287200,1
396.818192320,0
397.318958240,1
397.324758400,0
397.825587840,1
397.829431520,0
398.330207520,1
398.334113760,0
398.834860480,1
398.838712640,0
399.339482560,1
399.343391200,0
399.844141120,1
399.848029600,0
400.348853600,1
400.352697760,0
400.853796320,1
400.857623840,0
401.358373760,1
401.365491840,0
401.866109920,1
401.870139040,0
402.370768480,1
402.375086720,0
402.875687840,1
402.879648000,0
403.380383360,1
403.384254240,0
403.884865120,1
403.888860160,0
404.389444640,1
404.393591840,0
404.894161600,1
404.898499200,0
405.399059840,1
405.402954400,0
405.903533600,1
405.908205120,0
406.408760960,1
406.417601760,0
406.918289280,1
406.922084800,0
407.422850560,1
407.426843360,0
407.927589120,1
407.931430720,0
408.432227680,1
408.435964960,0
408.936774880,1
408.942306720,0
409.442802880,1
409.445724320,0
409.946196800,1
409.949151360,0
410.449620480,1
410.452537920,0
410.952997280,1
410.955912000,0
411.456788160,1
411.459978560,0
411.960528960,1
411.963235520,0
412.463580320,1
412.466592960,0
412.967012800,1
412.969950560,0
413.470301920,1
413.473237120,0
413.973585280,1
413.976982400,0
414.477558880,1
414.481411200,0
414.981973760,1
414.985845600,0
415.486624960,1
415.490327840,0
415.990937280,1
415.994788480,0
416.495404000,1
416.503450080,0
417.004277920,1
417.008146080,0
417.509129440,1
417.514928160,0
418.015615520,1
418.019547200,0
418.520248160,1
418.524363680,0
419.025107840,1
419.028992960,0
419.529691680,1
419.533700320,0
420.034394560,1
420.038454560,0
420.539189600,1
420.543068800,0
421.043785760,1
421.049533280,0
421.550675840,1
421.557014880,0
422.057536320,1
422.060499040,0
422.561217280,1
422.564255840,0
423.064731360,1
423.067707680,0
423.568164800,1
423.571114560,0
424.071585280,1
424.074552320,0
424.575018880,1
424.578080960,0
425.078555360,1
425.081519200,0
425.581981280,1
425.584918560,0
426.085398400,1
426.088642880,0
426.589135200,1
426.593060640,0
427.094006880,1
427.098389120,0
427.599760640,1
427.605063200,0
428.105813440,1
428.109846400,0
428.610591680,1
428.614737440,0
429.115469920,1
429.119475680,0
429.620206400,1
429.624213120,0
430.124990720,1
430.128974720,0
430.629721440,1
430.633696480,0
431.134402240,1
431.135122240,0
431.635559840,1
431.638470400,0
432.138949760,1
432.141935840,0
432.642448320,1
432.645281440,0
433.145768480,1
433.148700000,0
433.649177280,1
433.652106080,0
434.152589280,1
434.155520000,0
434.655988160,1
434.658900480,0
435.159367520,1
435.162323520,0
435.662790880,1
435.665697120,0
436.166182880,1
436.169727840,0
436.670343200,1
436.674317600,0
437.174929440,1
437.179982240,0
437.680716000,1
437.684642240,0
438.185264000,1
438.189525600,0
438.690101600,1
438.694031360,0
439.194632160,1
439.198747360,0
439.699309280,1
439.703467680,0
440.204192640,1
440.208022400,0
440.708609280,1
