Time [s],Channel 1,Channel 2
166.542062400,1,1
167.042056480,0,1
167.042215520,0,0
167.542205440,1,0
167.542415200,1,1
168.042384160,0,1
168.042544000,0,0
168.542535840,1,0
168.542740320,1,1
169.042732320,0,1
169.042900480,0,0
169.542891840,1,0
169.543100960,1,1
170.043071200,0,1
170.043229440,0,0
170.543215200,1,0
170.543423360,1,1
171.043417600,0,1
171.043608160,0,0
171.543604640,1,0
171.543809120,1,1
172.043793920,0,1
172.043960000,0,0
172.543948480,1,0
172.544148320,1,1
173.044126080,0,1
173.044283200,0,0
173.544272320,1,0
173.544471360,1,1
174.044468800,0,1
174.044649440,0,0
174.544635840,1,0
174.544842240,1,1
175.044812640,0,1
175.044964160,0,0
175.544951680,1,0
175.545162240,1,1
176.045152800,0,1
176.045339040,0,0
176.545335840,1,0
176.545533600,1,1
177.045540320,0,1
177.045741600,0,0
177.545734400,1,0
177.545974720,1,1
178.045964000,0,1
178.046138560,0,0
178.546130560,1,0
178.546326880,1,1
179.046331680,0,1
179.046504160,0,0
179.546491520,1,0
179.546700160,1,1
180.046680160,0,1
180.046836640,0,0
180.546822880,1,0
180.547025600,1,1
181.047032800,0,1
181.047223680,0,0
181.547215840,1,0
181.547413600,1,1
182.047408480,0,1
182.047563040,0,0
182.547551360,1,0
182.547870080,1,1
183.047742880,0,1
183.047897120,0,0
183.547883840,1,0
183.548090240,1,1
184.048080320,0,1
184.048252320,0,0
184.548241600,1,0
184.548446080,1,1
185.048423840,0,1
185.048585440,0,0
185.548572800,1,0
185.548771200,1,1
186.048777760,0,1
186.048957280,0,0
186.548957920,1,0
186.549154400,1,1
187.049141280,0,1
187.049296320,0,0
187.549280800,1,0
187.549490080,1,1
188.049461440,0,1
188.049630880,0,0
188.549617600,1,0
188.549816320,1,1
189.049809280,0,1
189.049979680,0,0
189.549964960,1,0
189.550171360,1,1
190.050142880,0,1
190.050304800,0,0
190.550289120,1,0
190.550497280,1,1
191.050507520,0,1
191.050691680,0,0
191.550683680,1,0
191.550889440,1,1
192.050878400,0,1
192.051036480,0,0
192.551020960,1,0
192.551217920,1,1
193.051211520,0,1
193.051367360,0,0
193.551361280,1,0
193.551561920,1,1
194.051554080,0,1
194.051723360,0,0
194.551712800,1,0
194.551934720,1,1
195.051897440,0,1
195.052055360,0,0
195.552042400,1,0
195.552248640,1,1
196.052246080,0,1
196.052429280,0,0
196.552431200,1,0
196.552629440,1,1
197.052616160,0,1
197.052768800,0,0
197.552761120,1,0
197.552955200,1,1
198.052938240,0,1
198.053102400,0,0
198.553098560,1,0
