Time [s],Channel 1,Channel 2
196.313006080,0,1
196.313179680,0,0
196.813211680,1,0
196.813384320,1,1
197.313424640,0,1
197.313614880,0,0
197.813722080,1,0
197.813949600,1,1
198.314031200,0,1
198.314230720,0,0
198.814355040,1,0
198.814559840,1,1
199.314654720,0,1
199.314879360,0,0
199.814960800,1,0
199.815246880,1,1
200.315295200,0,1
200.315620320,0,0
200.815600320,1,0
200.815892320,1,1
201.315899840,0,1
201.316215200,0,0
201.816216800,1,0
201.816509280,1,1
202.316520640,0,1
202.316852320,0,0
202.816777760,1,0
202.817022880,1,1
203.316964320,0,1
203.317140160,0,0
203.817117600,1,0
203.817344160,1,1
204.317299200,0,1
204.318674560,0,0
204.817476000,1,0
204.817712480,1,1
205.317644800,0,1
205.317890560,0,0
205.817809760,1,0
205.818049920,1,1
206.317984640,0,1
206.318237280,0,0
206.818162080,1,0
206.818405920,1,1
207.318335840,0,1
207.318604160,0,0
207.818579840,1,0
207.818887520,1,1
208.318896000,0,1
208.319223200,0,0
208.819198240,1,0
208.819475040,1,1
209.319489760,0,1
209.321527520,0,0
209.819797120,1,0
209.820078880,1,1
210.320104480,0,1
210.320395200,0,0
210.820381440,1,0
210.820662400,1,1
211.320659520,0,1
211.320963040,0,0
211.820951200,1,0
211.821236640,1,1
212.321249760,0,1
212.321575040,0,0
212.821542240,1,0
212.821835840,1,1
213.321857920,0,1
213.322183040,0,0
213.822175840,1,0
213.822425920,1,1
214.322472640,0,1
214.322865920,0,0
214.822780320,1,0
214.822984800,1,1
215.323119200,0,1
215.323339680,0,0
215.823412960,1,0
215.823623520,1,1
216.323710720,0,1
216.323937600,0,0
216.824016480,1,0
216.824224320,1,1
217.324305280,0,1
217.324540640,0,0
217.824619200,1,0
217.824850400,1,1
218.324936000,0,1
218.325173120,0,0
218.825240320,1,0
218.825425920,1,1
219.325564960,0,1
219.328228640,0,0
219.825871680,1,0
219.826147680,1,1
220.326171200,0,1
220.326476960,0,0
220.826467520,1,0
220.826740000,1,1
221.326759360,0,1
221.327064000,0,0
221.827097760,1,0
221.827385920,1,1
222.327395680,0,1
222.327715200,0,0
222.827723680,1,0
222.828029280,1,1
223.328045120,0,1
223.328345920,0,0
223.828356800,1,0
223.828563840,1,1
224.328623520,0,1
224.329419680,0,0
224.828934240,1,0
224.829262880,1,1
225.329241440,0,1
225.329554720,0,0
225.829543360,1,0
225.829830880,1,1
226.329843360,0,1
226.330163040,0,0
226.830156160,1,0
226.830440480,1,1
227.330461280,0,1
227.330787840,0,0
227.830710560,1,0
227.830955200,1,1
228.330895040,0,1
228.331186240,0,0
228.831107360,1,0
228.831337920,1,1
229.331283200,0,1
229.331610400,0,0
229.831469920,1,0
229.831634880,1,1
230.331667520,0,1
230.331844640,0,0
230.831847680,1,0
230.832013440,1,1
231.332027520,0,1
231.332208000,0,0
231.832212320,1,0
231.832371840,1,1
232.332391520,0,1
232.332569760,0,0
232.832644480,1,0
232.832873600,1,1
233.332943200,0,1
233.333167040,0,0
233.833250400,1,0
233.833453920,1,1
234.333547520,0,1
234.333812480,0,0
234.833845920,1,0
234.834130080,1,1
235.334148800,0,1
235.334438880,0,0
235.834441600,1,0
235.834734400,1,1
236.334747840,0,1
236.335054080,0,0
236.835106400,1,0
236.835400480,1,1
237.335419200,0,1
237.335734720,0,0
237.835673760,1,0
237.835931520,1,1
238.335868320,0,1
238.336126080,0,0
238.836050240,1,0
238.836284960,1,1
239.336221760,0,1
239.337162400,0,0
239.836387520,1,0
239.836617120,1,1
240.336566880,0,1
240.336827200,0,0
240.836739040,1,0
240.836969440,1,1
241.336912000,0,1
241.337173760,0,0
241.837097760,1,0
241.837336480,1,1
242.337279680,0,1
242.337549120,0,0
242.837546080,1,0
242.837865440,1,1
243.337865920,0,1
243.338195040,0,0
243.838178240,1,0
243.838462720,1,1
244.338480160,0,1
244.338798080,0,0
244.838752640,1,0
244.838995200,1,1
245.339099040,0,1
245.339316480,0,0
245.839395840,1,0
245.839616640,1,1
246.339718080,0,1
246.339949440,0,0
246.840029920,1,0
246.840242560,1,1
247.340338400,0,1
247.340581920,0,0
247.840669120,1,0
247.840902400,1,1
248.340982720,0,1
248.341212000,0,0
248.841290720,1,0
248.841498560,1,1
249.341583520,0,1
249.341865280,0,0
249.841880960,1,0
249.842159840,1,1
250.342181280,0,1
250.342496000,0,0
250.842472480,1,0
250.842772000,1,1
251.342811200,0,1
251.343131680,0,0
251.843139360,1,0
251.843443360,1,1
252.343451040,0,1
252.343780800,0,0
252.843745760,1,0
252.844056480,1,1
253.344060800,0,1
253.344380640,0,0
253.844371840,1,0
253.844656000,1,1
254.344672960,0,1
254.345194720,0,0
254.844988000,1,0
254.845262080,1,1
255.345291040,0,1
255.345598080,0,0
255.845605120,1,0
255.845897280,1,1
256.345909120,0,1
256.346226240,0,0
256.846216640,1,0
256.846509440,1,1
257.346506240,0,1
257.346817440,0,0
257.846854560,1,0
257.847156000,1,1
258.347180960,0,1
258.347493920,0,0
258.847494880,1,0
258.847785760,1,1
259.347797120,0,1
259.348182240,0,0
259.848116800,1,0
259.848294240,1,1
260.348393600,0,1
260.348617920,0,0
260.848736320,1,0
260.848957600,1,1
261.349088640,0,1
261.349329760,0,0
261.849440480,1,0
261.849657600,1,1
262.349735040,0,1
262.349967840,0,0
262.850054240,1,0
262.850276160,1,1
263.350360800,0,1
